,GEO,Occupation - Unit group - National Occupational Classification (NOC) 2021 (821A),Gender (3),VALUE
14112,Nova Scotia,932 Aircraft assemblers and aircraft assembly inspectors,Total - Gender,125
14113,Nova Scotia,932 Aircraft assemblers and aircraft assembly inspectors,Men+,105
14114,Nova Scotia,932 Aircraft assemblers and aircraft assembly inspectors,Women+,20
14115,Nova Scotia,9320 Aircraft assemblers and aircraft assembly inspectors,Total - Gender,125
14116,Nova Scotia,9320 Aircraft assemblers and aircraft assembly inspectors,Men+,105
14117,Nova Scotia,9320 Aircraft assemblers and aircraft assembly inspectors,Women+,20
14118,Nova Scotia,93200 Aircraft assemblers and aircraft assembly inspectors,Total - Gender,125
14119,Nova Scotia,93200 Aircraft assemblers and aircraft assembly inspectors,Men+,105
14120,Nova Scotia,93200 Aircraft assemblers and aircraft assembly inspectors,Women+,20
14121,Nova Scotia,"94 Machine operators, assemblers and inspectors in processing, manufacturing and printing",Total - Gender,8670
14122,Nova Scotia,"94 Machine operators, assemblers and inspectors in processing, manufacturing and printing",Men+,6205
14123,Nova Scotia,"94 Machine operators, assemblers and inspectors in processing, manufacturing and printing",Women+,2460
14124,Nova Scotia,941 Processing and manufacturing machine operators and related production workers,Total - Gender,6255
14125,Nova Scotia,941 Processing and manufacturing machine operators and related production workers,Men+,4360
14126,Nova Scotia,941 Processing and manufacturing machine operators and related production workers,Women+,1895
14127,Nova Scotia,9410 Machine operators and related workers in mineral and metal products processing and manufacturing,Total - Gender,425
14128,Nova Scotia,9410 Machine operators and related workers in mineral and metal products processing and manufacturing,Men+,410
14129,Nova Scotia,9410 Machine operators and related workers in mineral and metal products processing and manufacturing,Women+,20
14130,Nova Scotia,"94100 Machine operators, mineral and metal processing",Total - Gender,65
14131,Nova Scotia,"94100 Machine operators, mineral and metal processing",Men+,65
14132,Nova Scotia,94101 Foundry workers,Total - Gender,10
14133,Nova Scotia,94101 Foundry workers,Men+,10
14134,Nova Scotia,94102 Glass forming and finishing machine operators and glass cutters,Total - Gender,15
14135,Nova Scotia,94102 Glass forming and finishing machine operators and glass cutters,Men+,15
14136,Nova Scotia,"94103 Concrete, clay and stone forming operators",Total - Gender,80
14137,Nova Scotia,"94103 Concrete, clay and stone forming operators",Men+,80
14138,Nova Scotia,"94104 Inspectors and testers, mineral and metal processing",Total - Gender,15
14139,Nova Scotia,"94104 Inspectors and testers, mineral and metal processing",Men+,10
14140,Nova Scotia,94105 Metalworking and forging machine operators,Total - Gender,95
14141,Nova Scotia,94105 Metalworking and forging machine operators,Men+,85
14142,Nova Scotia,94105 Metalworking and forging machine operators,Women+,10
14143,Nova Scotia,94106 Machining tool operators,Total - Gender,45
14144,Nova Scotia,94106 Machining tool operators,Men+,45
14145,Nova Scotia,94107 Machine operators of other metal products,Total - Gender,95
14146,Nova Scotia,94107 Machine operators of other metal products,Men+,90
14147,Nova Scotia,"9411 Machine operators and related workers in chemical, plastic and rubber processing",Total - Gender,1575
14148,Nova Scotia,"9411 Machine operators and related workers in chemical, plastic and rubber processing",Men+,1280
14149,Nova Scotia,"9411 Machine operators and related workers in chemical, plastic and rubber processing",Women+,295
14150,Nova Scotia,94110 Chemical plant machine operators,Total - Gender,75
14151,Nova Scotia,94110 Chemical plant machine operators,Men+,60
14152,Nova Scotia,94110 Chemical plant machine operators,Women+,20
14153,Nova Scotia,94111 Plastics processing machine operators,Total - Gender,290
14154,Nova Scotia,94111 Plastics processing machine operators,Men+,225
14155,Nova Scotia,94111 Plastics processing machine operators,Women+,60
14156,Nova Scotia,94112 Rubber processing machine operators and related workers,Total - Gender,1215
14157,Nova Scotia,94112 Rubber processing machine operators and related workers,Men+,995
14158,Nova Scotia,94112 Rubber processing machine operators and related workers,Women+,215
14159,Nova Scotia,9412 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,Total - Gender,610
14160,Nova Scotia,9412 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,Men+,540
14161,Nova Scotia,9412 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,Women+,70
14162,Nova Scotia,94120 Sawmill machine operators,Total - Gender,240
14163,Nova Scotia,94120 Sawmill machine operators,Men+,230
14164,Nova Scotia,94120 Sawmill machine operators,Women+,10
14165,Nova Scotia,"94121 Pulp mill, papermaking and finishing machine operators",Total - Gender,105
14166,Nova Scotia,"94121 Pulp mill, papermaking and finishing machine operators",Men+,100
14167,Nova Scotia,"94121 Pulp mill, papermaking and finishing machine operators",Women+,10
14168,Nova Scotia,94122 Paper converting machine operators,Total - Gender,95
14169,Nova Scotia,94122 Paper converting machine operators,Men+,90
14170,Nova Scotia,94122 Paper converting machine operators,Women+,10
14171,Nova Scotia,94123 Lumber graders and other wood processing inspectors and graders,Total - Gender,45
14172,Nova Scotia,94123 Lumber graders and other wood processing inspectors and graders,Men+,45
14173,Nova Scotia,94124 Woodworking machine operators,Total - Gender,85
14174,Nova Scotia,94124 Woodworking machine operators,Men+,45
14175,Nova Scotia,94124 Woodworking machine operators,Women+,40
14176,Nova Scotia,94129 Other wood processing machine operators,Total - Gender,40
14177,Nova Scotia,94129 Other wood processing machine operators,Men+,35
14178,Nova Scotia,"9413 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",Total - Gender,540
14179,Nova Scotia,"9413 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",Men+,90
14180,Nova Scotia,"9413 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",Women+,460
14181,Nova Scotia,"94130 Textile fibre and yarn, hide and pelt processing machine operators and workers",Total - Gender,100
14182,Nova Scotia,"94130 Textile fibre and yarn, hide and pelt processing machine operators and workers",Men+,25
14183,Nova Scotia,"94130 Textile fibre and yarn, hide and pelt processing machine operators and workers",Women+,75
14184,Nova Scotia,"94131 Weavers, knitters and other fabric making occupations",Total - Gender,65
14185,Nova Scotia,"94131 Weavers, knitters and other fabric making occupations",Men+,30
14186,Nova Scotia,"94131 Weavers, knitters and other fabric making occupations",Women+,35
14187,Nova Scotia,94132 Industrial sewing machine operators,Total - Gender,345
14188,Nova Scotia,94132 Industrial sewing machine operators,Men+,30
14189,Nova Scotia,94132 Industrial sewing machine operators,Women+,315
14190,Nova Scotia,"94133 Inspectors and graders, textile, fabric, fur and leather products manufacturing",Total - Gender,35
14191,Nova Scotia,"94133 Inspectors and graders, textile, fabric, fur and leather products manufacturing",Women+,30
14192,Nova Scotia,"9414 Machine operators and related workers in food, beverage and associated products processing",Total - Gender,2755
14193,Nova Scotia,"9414 Machine operators and related workers in food, beverage and associated products processing",Men+,1815
14194,Nova Scotia,"9414 Machine operators and related workers in food, beverage and associated products processing",Women+,940
14195,Nova Scotia,"94140 Process control and machine operators, food and beverage processing",Total - Gender,875
14196,Nova Scotia,"94140 Process control and machine operators, food and beverage processing",Men+,715
14197,Nova Scotia,"94140 Process control and machine operators, food and beverage processing",Women+,165
14198,Nova Scotia,"94141 Industrial butchers and meat cutters, poultry preparers and related workers",Total - Gender,125
14199,Nova Scotia,"94141 Industrial butchers and meat cutters, poultry preparers and related workers",Men+,105
14200,Nova Scotia,"94141 Industrial butchers and meat cutters, poultry preparers and related workers",Women+,20
14201,Nova Scotia,94142 Fish and seafood plant workers,Total - Gender,1270
14202,Nova Scotia,94142 Fish and seafood plant workers,Men+,785
14203,Nova Scotia,94142 Fish and seafood plant workers,Women+,485
14204,Nova Scotia,"94143 Testers and graders, food and beverage processing",Total - Gender,480
14205,Nova Scotia,"94143 Testers and graders, food and beverage processing",Men+,210
14206,Nova Scotia,"94143 Testers and graders, food and beverage processing",Women+,270
14207,Nova Scotia,9415 Printing equipment operators and related occupations,Total - Gender,340
14208,Nova Scotia,9415 Printing equipment operators and related occupations,Men+,225
14209,Nova Scotia,9415 Printing equipment operators and related occupations,Women+,115
14210,Nova Scotia,94150 Plateless printing equipment operators,Total - Gender,135
14211,Nova Scotia,94150 Plateless printing equipment operators,Men+,95
14212,Nova Scotia,94150 Plateless printing equipment operators,Women+,45
14213,Nova Scotia,"94151 Camera, platemaking and other prepress occupations",Total - Gender,80
14214,Nova Scotia,"94151 Camera, platemaking and other prepress occupations",Men+,65
14215,Nova Scotia,"94151 Camera, platemaking and other prepress occupations",Women+,15
14216,Nova Scotia,94152 Binding and finishing machine operators,Total - Gender,65
14217,Nova Scotia,94152 Binding and finishing machine operators,Men+,35
14218,Nova Scotia,94152 Binding and finishing machine operators,Women+,25
14219,Nova Scotia,94153 Photographic and film processors,Total - Gender,55
14220,Nova Scotia,94153 Photographic and film processors,Men+,30
14221,Nova Scotia,94153 Photographic and film processors,Women+,25
14222,Nova Scotia,942 Assemblers and inspectors in manufacturing,Total - Gender,2415
14223,Nova Scotia,942 Assemblers and inspectors in manufacturing,Men+,1845
14224,Nova Scotia,942 Assemblers and inspectors in manufacturing,Women+,565
14225,Nova Scotia,"9420 Mechanical, electrical and electronics assemblers and inspectors",Total - Gender,735
14226,Nova Scotia,"9420 Mechanical, electrical and electronics assemblers and inspectors",Men+,475
14227,Nova Scotia,"9420 Mechanical, electrical and electronics assemblers and inspectors",Women+,260
14228,Nova Scotia,"94200 Motor vehicle assemblers, inspectors and testers",Total - Gender,265
14229,Nova Scotia,"94200 Motor vehicle assemblers, inspectors and testers",Men+,195
14230,Nova Scotia,"94200 Motor vehicle assemblers, inspectors and testers",Women+,70
14231,Nova Scotia,"94201 Electronics assemblers, fabricators, inspectors and testers",Total - Gender,225
14232,Nova Scotia,"94201 Electronics assemblers, fabricators, inspectors and testers",Men+,90
14233,Nova Scotia,"94201 Electronics assemblers, fabricators, inspectors and testers",Women+,135
14234,Nova Scotia,"94202 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",Total - Gender,60
14235,Nova Scotia,"94202 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",Men+,25
14236,Nova Scotia,"94202 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",Women+,35
14237,Nova Scotia,"94203 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",Total - Gender,15
14238,Nova Scotia,"94203 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",Men+,15
14239,Nova Scotia,94204 Mechanical assemblers and inspectors,Total - Gender,105
14240,Nova Scotia,94204 Mechanical assemblers and inspectors,Men+,85
14241,Nova Scotia,94204 Mechanical assemblers and inspectors,Women+,20
14242,Nova Scotia,"94205 Machine operators and inspectors, electrical apparatus manufacturing",Total - Gender,60
